date,MmmYY,year,Weekday,weekdayf,week,monthf,RN,PropertyCode,market,StayMonth
2019-11-15,Nov19,2019,5,Fri,46,Nov,5,LAG,OTA,2019-12-01
2019-11-15,Nov19,2019,5,Fri,46,Nov,10,PCH,Germany,2019-12-01
2019-11-15,Nov19,2019,5,Fri,46,Nov,2,ZIL,United Kingdom,2019-12-01
2019-11-15,Nov19,2019,5,Fri,46,Nov,13,RAV,United Kingdom,2019-12-01
2019-11-18,Nov19,2019,1,Mon,47,Nov,10,EBA,United Kingdom,2019-12-01
2019-11-18,Nov19,2019,1,Mon,47,Nov,18,LAG,Germany,2019-12-01
2019-11-18,Nov19,2019,1,Mon,47,Nov,5,PCH,United Kingdom,2019-12-01
2019-11-18,Nov19,2019,1,Mon,47,Nov,14,RAV,France,2019-12-01
2019-11-18,Nov19,2019,1,Mon,47,Nov,6,EBA,Germany,2019-12-01
2019-11-18,Nov19,2019,1,Mon,47,Nov,15,LAG,United Kingdom,2019-12-01
2019-11-18,Nov19,2019,1,Mon,47,Nov,11,ZIL,OTA,2019-12-01
2019-11-18,Nov19,2019,1,Mon,47,Nov,9,ZIL,United Kingdom,2019-12-01
2019-11-19,Nov19,2019,2,Tue,47,Nov,7,REC,Germany,2019-12-01
2019-11-19,Nov19,2019,2,Tue,47,Nov,8,FRI,France,2019-12-01
2019-11-19,Nov19,2019,2,Tue,47,Nov,7,PCH,France,2019-12-01
2019-11-19,Nov19,2019,2,Tue,47,Nov,2,PCH,Germany,2019-12-01
2019-11-20,Nov19,2019,3,Wed,47,Nov,13,TRO,United Kingdom,2019-12-01
2019-11-20,Nov19,2019,3,Wed,47,Nov,4,CDM,OTA,2019-12-01
2019-11-20,Nov19,2019,3,Wed,47,Nov,12,ZIL,France,2019-12-01
2019-11-20,Nov19,2019,3,Wed,47,Nov,6,ZIL,OTA,2019-12-01
2019-11-20,Nov19,2019,3,Wed,47,Nov,7,ZIL,Germany,2019-12-01
2019-11-20,Nov19,2019,3,Wed,47,Nov,3,REC,France,2019-12-01
2019-11-21,Nov19,2019,4,Thu,47,Nov,15,LAG,Germany,2019-12-01
2019-11-21,Nov19,2019,4,Thu,47,Nov,5,LAG,OTA,2019-12-01
2019-11-21,Nov19,2019,4,Thu,47,Nov,4,EBA,OTA,2019-12-01
2019-11-21,Nov19,2019,4,Thu,47,Nov,9,REC,United Kingdom,2019-12-01
2019-11-21,Nov19,2019,4,Thu,47,Nov,9,ZIL,United Kingdom,2019-12-01
2019-11-21,Nov19,2019,4,Thu,47,Nov,4,LAG,France,2019-12-01
2019-11-21,Nov19,2019,4,Thu,47,Nov,4,RAV,Germany,2019-12-01
2019-11-21,Nov19,2019,4,Thu,47,Nov,1,REC,OTA,2019-12-01
2019-11-22,Nov19,2019,5,Fri,47,Nov,1,RAV,OTA,2019-12-01
2019-11-22,Nov19,2019,5,Fri,47,Nov,7,ZIL,France,2019-12-01
2019-11-22,Nov19,2019,5,Fri,47,Nov,8,EBA,United Kingdom,2019-12-01
2019-11-22,Nov19,2019,5,Fri,47,Nov,10,LAG,France,2019-12-01
2019-11-22,Nov19,2019,5,Fri,47,Nov,23,LAG,Germany,2019-12-01
2019-11-22,Nov19,2019,5,Fri,47,Nov,10,PCH,United Kingdom,2019-12-01
2019-11-22,Nov19,2019,5,Fri,47,Nov,3,PCH,OTA,2019-12-01
2019-11-22,Nov19,2019,5,Fri,47,Nov,3,RAV,OTA,2019-12-01
2019-11-22,Nov19,2019,5,Fri,47,Nov,7,ZIL,OTA,2019-12-01
2019-11-25,Nov19,2019,1,Mon,48,Nov,2,RAV,OTA,2019-12-01
2019-11-25,Nov19,2019,1,Mon,48,Nov,6,PCH,OTA,2019-12-01
2019-11-25,Nov19,2019,1,Mon,48,Nov,7,TRO,France,2019-12-01
2019-11-25,Nov19,2019,1,Mon,48,Nov,1,TRO,OTA,2019-12-01
2019-11-25,Nov19,2019,1,Mon,48,Nov,9,TRO,United Kingdom,2019-12-01
2019-11-25,Nov19,2019,1,Mon,48,Nov,9,ZIL,Germany,2019-12-01
2019-11-25,Nov19,2019,1,Mon,48,Nov,4,ZIL,OTA,2019-12-01
2019-11-26,Nov19,2019,2,Tue,48,Nov,10,ZIL,OTA,2019-12-01
2019-11-26,Nov19,2019,2,Tue,48,Nov,7,ZIL,United Kingdom,2019-12-01
2019-11-26,Nov19,2019,2,Tue,48,Nov,1,REC,France,2019-12-01
2019-11-26,Nov19,2019,2,Tue,48,Nov,1,REC,OTA,2019-12-01
2019-11-26,Nov19,2019,2,Tue,48,Nov,3,ZIL,OTA,2019-12-01
2019-11-26,Nov19,2019,2,Tue,48,Nov,7,FRI,France,2019-12-01
2019-11-26,Nov19,2019,2,Tue,48,Nov,26,LAG,Germany,2019-12-01
2019-11-26,Nov19,2019,2,Tue,48,Nov,6,RAV,France,2019-12-01
2019-11-27,Nov19,2019,3,Wed,48,Nov,22,PCH,Germany,2019-12-01
2019-11-27,Nov19,2019,3,Wed,48,Nov,9,RAV,Germany,2019-12-01
2019-11-28,Nov19,2019,4,Thu,48,Nov,14,REC,France,2019-12-01
2019-11-28,Nov19,2019,4,Thu,48,Nov,1,ZIL,United Kingdom,2019-12-01
2019-11-28,Nov19,2019,4,Thu,48,Nov,3,FRI,OTA,2019-12-01
2019-11-28,Nov19,2019,4,Thu,48,Nov,4,RAV,United Kingdom,2019-12-01
2019-11-28,Nov19,2019,4,Thu,48,Nov,4,ZIL,OTA,2019-12-01
2019-11-29,Nov19,2019,5,Fri,48,Nov,6,ZIL,OTA,2019-12-01
2019-11-29,Nov19,2019,5,Fri,48,Nov,4,RAV,Germany,2019-12-01
2019-11-29,Nov19,2019,5,Fri,48,Nov,4,ZIL,OTA,2019-12-01
2019-11-29,Nov19,2019,5,Fri,48,Nov,3,LAG,OTA,2019-12-01
2019-11-29,Nov19,2019,5,Fri,48,Nov,7,RAV,OTA,2019-12-01
2019-11-29,Nov19,2019,5,Fri,48,Nov,7,ZIL,Germany,2019-12-01
2019-12-02,Dec19,2019,1,Mon,49,Dec,1,PCH,Germany,2019-12-01
2019-12-02,Dec19,2019,1,Mon,49,Dec,3,REC,OTA,2019-12-01
2019-12-02,Dec19,2019,1,Mon,49,Dec,3,RAV,OTA,2019-12-01
2019-12-02,Dec19,2019,1,Mon,49,Dec,7,ZIL,Germany,2019-12-01
2019-12-02,Dec19,2019,1,Mon,49,Dec,15,ZIL,OTA,2019-12-01
2019-12-02,Dec19,2019,1,Mon,49,Dec,5,ZIL,OTA,2019-12-01
2019-12-03,Dec19,2019,2,Tue,49,Dec,9,RAV,France,2019-12-01
2019-12-03,Dec19,2019,2,Tue,49,Dec,3,RAV,OTA,2019-12-01
2019-12-03,Dec19,2019,2,Tue,49,Dec,4,PCH,OTA,2019-12-01
2019-12-03,Dec19,2019,2,Tue,49,Dec,6,TRO,OTA,2019-12-01
2019-12-03,Dec19,2019,2,Tue,49,Dec,5,EBA,OTA,2019-12-01
2019-12-03,Dec19,2019,2,Tue,49,Dec,2,ZIL,OTA,2019-12-01
2019-12-04,Dec19,2019,3,Wed,49,Dec,1,RAV,OTA,2019-12-01
2019-12-04,Dec19,2019,3,Wed,49,Dec,2,EBA,OTA,2019-12-01
2019-12-04,Dec19,2019,3,Wed,49,Dec,1,CDM,Germany,2019-12-01
2019-12-04,Dec19,2019,3,Wed,49,Dec,2,PCH,OTA,2019-12-01
2019-12-04,Dec19,2019,3,Wed,49,Dec,7,REC,Germany,2019-12-01
2019-12-04,Dec19,2019,3,Wed,49,Dec,8,ZIL,United Kingdom,2019-12-01
2019-12-05,Dec19,2019,4,Thu,49,Dec,4,LAG,Germany,2019-12-01
2019-12-05,Dec19,2019,4,Thu,49,Dec,1,EBA,OTA,2019-12-01
2019-12-05,Dec19,2019,4,Thu,49,Dec,7,LAG,France,2019-12-01
2019-12-05,Dec19,2019,4,Thu,49,Dec,2,CDM,OTA,2019-12-01
2019-12-06,Dec19,2019,5,Fri,49,Dec,1,ZIL,OTA,2019-12-01
2019-12-06,Dec19,2019,5,Fri,49,Dec,7,REC,OTA,2019-12-01
2019-12-06,Dec19,2019,5,Fri,49,Dec,1,EBA,OTA,2019-12-01
2019-12-06,Dec19,2019,5,Fri,49,Dec,6,TRO,OTA,2019-12-01
2019-12-09,Dec19,2019,1,Mon,50,Dec,2,TRO,OTA,2019-12-01
2019-12-09,Dec19,2019,1,Mon,50,Dec,2,LAG,OTA,2019-12-01
2019-12-09,Dec19,2019,1,Mon,50,Dec,5,PCH,OTA,2019-12-01
2019-12-09,Dec19,2019,1,Mon,50,Dec,2,RAV,OTA,2019-12-01
2019-12-09,Dec19,2019,1,Mon,50,Dec,7,ZIL,Germany,2019-12-01
2019-12-09,Dec19,2019,1,Mon,50,Dec,2,ZIL,OTA,2019-12-01
2019-12-09,Dec19,2019,1,Mon,50,Dec,3,PCH,OTA,2019-12-01
2019-12-09,Dec19,2019,1,Mon,50,Dec,4,ZIL,OTA,2019-12-01
2019-12-10,Dec19,2019,2,Tue,50,Dec,1,CDM,OTA,2019-12-01
2019-12-10,Dec19,2019,2,Tue,50,Dec,1,PCH,OTA,2019-12-01
2019-12-10,Dec19,2019,2,Tue,50,Dec,6,ZIL,France,2019-12-01
2019-12-10,Dec19,2019,2,Tue,50,Dec,9,LAG,United Kingdom,2019-12-01
2019-12-10,Dec19,2019,2,Tue,50,Dec,6,LAG,Germany,2019-12-01
2019-12-10,Dec19,2019,2,Tue,50,Dec,1,RAV,France,2019-12-01
2019-12-10,Dec19,2019,2,Tue,50,Dec,12,RAV,OTA,2019-12-01
2019-12-11,Dec19,2019,3,Wed,50,Dec,23,LAG,Germany,2019-12-01
2019-12-11,Dec19,2019,3,Wed,50,Dec,9,ZIL,OTA,2019-12-01
2019-12-11,Dec19,2019,3,Wed,50,Dec,1,TRO,OTA,2019-12-01
2019-12-11,Dec19,2019,3,Wed,50,Dec,5,ZIL,Germany,2019-12-01
2019-12-11,Dec19,2019,3,Wed,50,Dec,5,ZIL,OTA,2019-12-01
2019-12-11,Dec19,2019,3,Wed,50,Dec,3,ZIL,OTA,2019-12-01
2019-12-11,Dec19,2019,3,Wed,50,Dec,2,PCH,OTA,2019-12-01
2019-12-12,Dec19,2019,4,Thu,50,Dec,1,TRO,OTA,2019-12-01
2019-12-12,Dec19,2019,4,Thu,50,Dec,13,RAV,France,2019-12-01
2019-12-12,Dec19,2019,4,Thu,50,Dec,2,ZIL,OTA,2019-12-01
2019-12-13,Dec19,2019,5,Fri,50,Dec,2,ZIL,OTA,2019-12-01
2019-12-13,Dec19,2019,5,Fri,50,Dec,8,EBA,France,2019-12-01
2019-12-13,Dec19,2019,5,Fri,50,Dec,6,EBA,OTA,2019-12-01
2019-12-13,Dec19,2019,5,Fri,50,Dec,1,EBA,OTA,2019-12-01
2019-12-13,Dec19,2019,5,Fri,50,Dec,10,RAV,United Kingdom,2019-12-01
2019-12-13,Dec19,2019,5,Fri,50,Dec,1,TRO,OTA,2019-12-01
2019-12-13,Dec19,2019,5,Fri,50,Dec,5,LAG,Germany,2019-12-01
2019-12-13,Dec19,2019,5,Fri,50,Dec,13,PCH,OTA,2019-12-01
2019-12-16,Dec19,2019,1,Mon,51,Dec,1,LAG,France,2019-12-01
2019-12-16,Dec19,2019,1,Mon,51,Dec,6,REC,OTA,2019-12-01
2019-12-16,Dec19,2019,1,Mon,51,Dec,2,TRO,OTA,2019-12-01
2019-12-16,Dec19,2019,1,Mon,51,Dec,3,FRI,OTA,2019-12-01
2019-12-16,Dec19,2019,1,Mon,51,Dec,7,LAG,Germany,2019-12-01
2019-12-16,Dec19,2019,1,Mon,51,Dec,9,TRO,United Kingdom,2019-12-01
2019-12-16,Dec19,2019,1,Mon,51,Dec,10,EBA,United Kingdom,2019-12-01
2019-12-16,Dec19,2019,1,Mon,51,Dec,2,ZIL,OTA,2019-12-01
2019-12-17,Dec19,2019,2,Tue,51,Dec,11,RAV,United Kingdom,2019-12-01
2019-12-17,Dec19,2019,2,Tue,51,Dec,5,ZIL,France,2019-12-01
2019-12-17,Dec19,2019,2,Tue,51,Dec,11,EBA,OTA,2019-12-01
2019-12-18,Dec19,2019,3,Wed,51,Dec,7,ZIL,United Kingdom,2019-12-01
2019-12-18,Dec19,2019,3,Wed,51,Dec,1,RAV,OTA,2019-12-01
2019-12-18,Dec19,2019,3,Wed,51,Dec,1,REC,OTA,2019-12-01
2019-12-18,Dec19,2019,3,Wed,51,Dec,1,ZIL,OTA,2019-12-01
2019-12-19,Dec19,2019,4,Thu,51,Dec,5,ZIL,OTA,2019-12-01
2019-12-19,Dec19,2019,4,Thu,51,Dec,1,EBA,OTA,2019-12-01
2019-12-19,Dec19,2019,4,Thu,51,Dec,1,RAV,United Kingdom,2019-12-01
2019-12-19,Dec19,2019,4,Thu,51,Dec,7,REC,Germany,2019-12-01
2019-12-19,Dec19,2019,4,Thu,51,Dec,6,CDM,Germany,2019-12-01
2019-12-20,Dec19,2019,5,Fri,51,Dec,8,ZIL,OTA,2019-12-01
2019-12-20,Dec19,2019,5,Fri,51,Dec,10,TRO,OTA,2019-12-01
2019-12-20,Dec19,2019,5,Fri,51,Dec,4,LAG,Germany,2019-12-01
2019-12-23,Dec19,2019,1,Mon,52,Dec,3,PCH,France,2019-12-01
2019-12-23,Dec19,2019,1,Mon,52,Dec,4,TRO,Germany,2019-12-01
2019-12-23,Dec19,2019,1,Mon,52,Dec,3,TRO,OTA,2019-12-01
2019-12-23,Dec19,2019,1,Mon,52,Dec,6,ZIL,OTA,2019-12-01
2019-12-23,Dec19,2019,1,Mon,52,Dec,8,CDM,OTA,2019-12-01
2019-12-23,Dec19,2019,1,Mon,52,Dec,2,TRO,OTA,2019-12-01
2019-12-23,Dec19,2019,1,Mon,52,Dec,15,TRO,OTA,2019-12-01
2019-12-23,Dec19,2019,1,Mon,52,Dec,4,RAV,France,2019-12-01
2019-12-23,Dec19,2019,1,Mon,52,Dec,4,RAV,OTA,2019-12-01
2019-12-24,Dec19,2019,2,Tue,52,Dec,8,LAG,France,2019-12-01
2019-12-24,Dec19,2019,2,Tue,52,Dec,1,EBA,OTA,2019-12-01
2019-12-24,Dec19,2019,2,Tue,52,Dec,1,FRI,OTA,2019-12-01
2019-12-24,Dec19,2019,2,Tue,52,Dec,4,LAG,Germany,2019-12-01
2019-12-24,Dec19,2019,2,Tue,52,Dec,6,LAG,OTA,2019-12-01
2019-12-24,Dec19,2019,2,Tue,52,Dec,5,CDM,OTA,2019-12-01
2019-12-25,Dec19,2019,3,Wed,52,Dec,2,PCH,OTA,2019-12-01
2019-12-25,Dec19,2019,3,Wed,52,Dec,1,RAV,OTA,2019-12-01
2019-12-26,Dec19,2019,4,Thu,52,Dec,4,CDM,OTA,2019-12-01
2019-12-26,Dec19,2019,4,Thu,52,Dec,4,LAG,France,2019-12-01
2019-12-26,Dec19,2019,4,Thu,52,Dec,12,ZIL,OTA,2019-12-01
2019-12-26,Dec19,2019,4,Thu,52,Dec,12,LAG,OTA,2019-12-01
2019-12-26,Dec19,2019,4,Thu,52,Dec,5,PCH,Germany,2019-12-01
2019-12-27,Dec19,2019,5,Fri,52,Dec,5,CDM,United Kingdom,2019-12-01
2019-12-27,Dec19,2019,5,Fri,52,Dec,9,PCH,France,2019-12-01
2019-12-30,Dec19,2019,1,Mon,53,Dec,1,EBA,France,2019-12-01
2019-12-30,Dec19,2019,1,Mon,53,Dec,1,ZIL,France,2019-12-01
2019-12-30,Dec19,2019,1,Mon,53,Dec,2,EBA,United Kingdom,2019-12-01
2019-12-30,Dec19,2019,1,Mon,53,Dec,2,FRI,France,2019-12-01
2019-12-30,Dec19,2019,1,Mon,53,Dec,2,PCH,United Kingdom,2019-12-01
2019-12-30,Dec19,2019,1,Mon,53,Dec,9,RAV,France,2019-12-01
2019-12-31,Dec19,2019,2,Tue,53,Dec,1,CDM,United Kingdom,2019-12-01
2019-12-31,Dec19,2019,2,Tue,53,Dec,5,CDM,France,2019-12-01
2019-12-31,Dec19,2019,2,Tue,53,Dec,2,EBA,United Kingdom,2019-12-01
2019-12-31,Dec19,2019,2,Tue,53,Dec,1,FRI,OTA,2019-12-01
2019-12-31,Dec19,2019,2,Tue,53,Dec,2,EBA,France,2019-12-01
2019-12-31,Dec19,2019,2,Tue,53,Dec,1,LAG,OTA,2019-12-01
2019-12-31,Dec19,2019,2,Tue,53,Dec,5,TRO,OTA,2019-12-01
2019-12-31,Dec19,2019,2,Tue,53,Dec,1,PCH,United Kingdom,2019-12-01
2019-12-31,Dec19,2019,2,Tue,53,Dec,3,RAV,France,2019-12-01
