date,year,Weekday,weekdayf,week,monthf,RN,PropertyCode,StayMonth
2019-10-07,2019,1,Mon,41,Oct,7,REC,2019-12-01
2019-10-08,2019,2,Tue,41,Oct,48,RAV,2019-12-01
2019-10-08,2019,2,Tue,41,Oct,11,ZIL,2019-12-01
2019-10-08,2019,2,Tue,41,Oct,6,EBA,2019-12-01
2019-10-08,2019,2,Tue,41,Oct,11,TRO,2019-12-01
2019-10-08,2019,2,Tue,41,Oct,21,PCH,2019-12-01
2019-10-09,2019,3,Wed,41,Oct,39,CDM,2019-12-01
2019-10-09,2019,3,Wed,41,Oct,49,ZIL,2019-12-01
2019-10-09,2019,3,Wed,41,Oct,4,EBA,2019-12-01
2019-10-09,2019,3,Wed,41,Oct,29,LAG,2019-12-01
2019-10-09,2019,3,Wed,41,Oct,12,TRO,2019-12-01
2019-10-09,2019,3,Wed,41,Oct,7,FRI,2019-12-01
2019-10-09,2019,3,Wed,41,Oct,12,PCH,2019-12-01
2019-10-09,2019,3,Wed,41,Oct,60,RAV,2019-12-01
2019-10-09,2019,3,Wed,41,Oct,7,REC,2019-12-01
2019-10-10,2019,4,Thu,41,Oct,1,REC,2019-12-01
2019-10-10,2019,4,Thu,41,Oct,19,ZIL,2019-12-01
2019-10-10,2019,4,Thu,41,Oct,2,EBA,2019-12-01
2019-10-10,2019,4,Thu,41,Oct,2,LAG,2019-12-01
2019-10-10,2019,4,Thu,41,Oct,29,TRO,2019-12-01
2019-10-10,2019,4,Thu,41,Oct,8,FRI,2019-12-01
2019-10-10,2019,4,Thu,41,Oct,15,RAV,2019-12-01
2019-10-11,2019,5,Fri,41,Oct,45,LAG,2019-12-01
2019-10-11,2019,5,Fri,41,Oct,62,REC,2019-12-01
2019-10-11,2019,5,Fri,41,Oct,9,EBA,2019-12-01
2019-10-11,2019,5,Fri,41,Oct,34,CDM,2019-12-01
2019-10-11,2019,5,Fri,41,Oct,5,ZIL,2019-12-01
2019-10-11,2019,5,Fri,41,Oct,19,FRI,2019-12-01
2019-10-11,2019,5,Fri,41,Oct,7,PCH,2019-12-01
2019-10-11,2019,5,Fri,41,Oct,39,RAV,2019-12-01
2019-10-14,2019,1,Mon,42,Oct,15,EBA,2019-12-01
2019-10-14,2019,1,Mon,42,Oct,34,LAG,2019-12-01
2019-10-14,2019,1,Mon,42,Oct,16,REC,2019-12-01
2019-10-14,2019,1,Mon,42,Oct,13,TRO,2019-12-01
2019-10-14,2019,1,Mon,42,Oct,25,CDM,2019-12-01
2019-10-14,2019,1,Mon,42,Oct,111,RAV,2019-12-01
2019-10-14,2019,1,Mon,42,Oct,73,ZIL,2019-12-01
2019-10-15,2019,2,Tue,42,Oct,29,EBA,2019-12-01
2019-10-15,2019,2,Tue,42,Oct,21,FRI,2019-12-01
2019-10-15,2019,2,Tue,42,Oct,68,RAV,2019-12-01
2019-10-15,2019,2,Tue,42,Oct,17,REC,2019-12-01
2019-10-15,2019,2,Tue,42,Oct,7,PCH,2019-12-01
2019-10-15,2019,2,Tue,42,Oct,11,TRO,2019-12-01
2019-10-15,2019,2,Tue,42,Oct,5,CDM,2019-12-01
2019-10-15,2019,2,Tue,42,Oct,44,ZIL,2019-12-01
2019-10-16,2019,3,Wed,42,Oct,13,EBA,2019-12-01
2019-10-16,2019,3,Wed,42,Oct,6,FRI,2019-12-01
2019-10-16,2019,3,Wed,42,Oct,4,PCH,2019-12-01
2019-10-16,2019,3,Wed,42,Oct,97,LAG,2019-12-01
2019-10-16,2019,3,Wed,42,Oct,88,RAV,2019-12-01
2019-10-16,2019,3,Wed,42,Oct,6,CDM,2019-12-01
2019-10-16,2019,3,Wed,42,Oct,22,ZIL,2019-12-01
2019-10-17,2019,4,Thu,42,Oct,1,FRI,2019-12-01
2019-10-17,2019,4,Thu,42,Oct,49,RAV,2019-12-01
2019-10-17,2019,4,Thu,42,Oct,9,EBA,2019-12-01
2019-10-17,2019,4,Thu,42,Oct,20,CDM,2019-12-01
2019-10-17,2019,4,Thu,42,Oct,30,ZIL,2019-12-01
2019-10-18,2019,5,Fri,42,Oct,88,RAV,2019-12-01
2019-10-18,2019,5,Fri,42,Oct,9,EBA,2019-12-01
2019-10-18,2019,5,Fri,42,Oct,36,LAG,2019-12-01
2019-10-18,2019,5,Fri,42,Oct,10,REC,2019-12-01
2019-10-18,2019,5,Fri,42,Oct,18,ZIL,2019-12-01
2019-10-18,2019,5,Fri,42,Oct,15,CDM,2019-12-01
2019-10-21,2019,1,Mon,43,Oct,88,RAV,2019-12-01
2019-10-21,2019,1,Mon,43,Oct,21,CDM,2019-12-01
2019-10-21,2019,1,Mon,43,Oct,4,PCH,2019-12-01
2019-10-21,2019,1,Mon,43,Oct,29,ZIL,2019-12-01
2019-10-21,2019,1,Mon,43,Oct,32,EBA,2019-12-01
2019-10-21,2019,1,Mon,43,Oct,75,LAG,2019-12-01
2019-10-21,2019,1,Mon,43,Oct,14,REC,2019-12-01
2019-10-21,2019,1,Mon,43,Oct,5,TRO,2019-12-01
2019-10-22,2019,2,Tue,43,Oct,6,ZIL,2019-12-01
2019-10-22,2019,2,Tue,43,Oct,45,RAV,2019-12-01
2019-10-22,2019,2,Tue,43,Oct,2,CDM,2019-12-01
2019-10-22,2019,2,Tue,43,Oct,4,PCH,2019-12-01
2019-10-22,2019,2,Tue,43,Oct,13,EBA,2019-12-01
2019-10-22,2019,2,Tue,43,Oct,116,LAG,2019-12-01
2019-10-22,2019,2,Tue,43,Oct,7,REC,2019-12-01
2019-10-22,2019,2,Tue,43,Oct,6,TRO,2019-12-01
2019-10-23,2019,3,Wed,43,Oct,6,CDM,2019-12-01
2019-10-23,2019,3,Wed,43,Oct,17,LAG,2019-12-01
2019-10-23,2019,3,Wed,43,Oct,15,FRI,2019-12-01
2019-10-23,2019,3,Wed,43,Oct,77,RAV,2019-12-01
2019-10-23,2019,3,Wed,43,Oct,8,REC,2019-12-01
2019-10-23,2019,3,Wed,43,Oct,21,EBA,2019-12-01
2019-10-23,2019,3,Wed,43,Oct,7,TRO,2019-12-01
2019-10-24,2019,4,Thu,43,Oct,24,ZIL,2019-12-01
2019-10-24,2019,4,Thu,43,Oct,45,RAV,2019-12-01
2019-10-24,2019,4,Thu,43,Oct,18,LAG,2019-12-01
2019-10-24,2019,4,Thu,43,Oct,6,TRO,2019-12-01
2019-10-24,2019,4,Thu,43,Oct,9,EBA,2019-12-01
2019-10-24,2019,4,Thu,43,Oct,2,PCH,2019-12-01
2019-10-25,2019,5,Fri,43,Oct,44,CDM,2019-12-01
2019-10-25,2019,5,Fri,43,Oct,19,ZIL,2019-12-01
2019-10-25,2019,5,Fri,43,Oct,4,EBA,2019-12-01
2019-10-25,2019,5,Fri,43,Oct,22,LAG,2019-12-01
2019-10-25,2019,5,Fri,43,Oct,100,RAV,2019-12-01
2019-10-25,2019,5,Fri,43,Oct,10,FRI,2019-12-01
2019-10-28,2019,1,Mon,44,Oct,5,LAG,2019-12-01
2019-10-28,2019,1,Mon,44,Oct,8,REC,2019-12-01
2019-10-28,2019,1,Mon,44,Oct,26,CDM,2019-12-01
2019-10-28,2019,1,Mon,44,Oct,8,PCH,2019-12-01
2019-10-28,2019,1,Mon,44,Oct,13,ZIL,2019-12-01
2019-10-28,2019,1,Mon,44,Oct,19,EBA,2019-12-01
2019-10-28,2019,1,Mon,44,Oct,78,RAV,2019-12-01
2019-10-29,2019,2,Tue,44,Oct,1,EBA,2019-12-01
2019-10-29,2019,2,Tue,44,Oct,12,LAG,2019-12-01
2019-10-29,2019,2,Tue,44,Oct,9,REC,2019-12-01
2019-10-29,2019,2,Tue,44,Oct,2,TRO,2019-12-01
2019-10-29,2019,2,Tue,44,Oct,11,FRI,2019-12-01
2019-10-29,2019,2,Tue,44,Oct,7,CDM,2019-12-01
2019-10-29,2019,2,Tue,44,Oct,24,PCH,2019-12-01
2019-10-29,2019,2,Tue,44,Oct,12,ZIL,2019-12-01
2019-10-29,2019,2,Tue,44,Oct,89,RAV,2019-12-01
2019-10-30,2019,3,Wed,44,Oct,6,EBA,2019-12-01
2019-10-30,2019,3,Wed,44,Oct,43,LAG,2019-12-01
2019-10-30,2019,3,Wed,44,Oct,7,REC,2019-12-01
2019-10-30,2019,3,Wed,44,Oct,16,TRO,2019-12-01
2019-10-30,2019,3,Wed,44,Oct,13,CDM,2019-12-01
2019-10-30,2019,3,Wed,44,Oct,4,PCH,2019-12-01
2019-10-30,2019,3,Wed,44,Oct,8,ZIL,2019-12-01
2019-10-30,2019,3,Wed,44,Oct,14,FRI,2019-12-01
2019-10-30,2019,3,Wed,44,Oct,16,RAV,2019-12-01
2019-10-31,2019,4,Thu,44,Oct,1,FRI,2019-12-01
2019-10-31,2019,4,Thu,44,Oct,47,RAV,2019-12-01
2019-10-31,2019,4,Thu,44,Oct,7,EBA,2019-12-01
2019-10-31,2019,4,Thu,44,Oct,21,LAG,2019-12-01
2019-10-31,2019,4,Thu,44,Oct,34,REC,2019-12-01
2019-10-31,2019,4,Thu,44,Oct,11,PCH,2019-12-01
2019-10-31,2019,4,Thu,44,Oct,46,CDM,2019-12-01
2019-10-31,2019,4,Thu,44,Oct,6,ZIL,2019-12-01
2019-11-01,2019,5,Fri,44,Nov,61,LAG,2019-12-01
2019-11-01,2019,5,Fri,44,Nov,2,PCH,2019-12-01
2019-11-01,2019,5,Fri,44,Nov,17,CDM,2019-12-01
2019-11-04,2019,1,Mon,45,Nov,16,FRI,2019-12-01
2019-11-04,2019,1,Mon,45,Nov,2,PCH,2019-12-01
2019-11-04,2019,1,Mon,45,Nov,35,RAV,2019-12-01
2019-11-04,2019,1,Mon,45,Nov,44,REC,2019-12-01
2019-11-04,2019,1,Mon,45,Nov,2,EBA,2019-12-01
2019-11-04,2019,1,Mon,45,Nov,26,LAG,2019-12-01
2019-11-04,2019,1,Mon,45,Nov,23,TRO,2019-12-01
2019-11-04,2019,1,Mon,45,Nov,2,CDM,2019-12-01
2019-11-05,2019,2,Tue,45,Nov,1,FRI,2019-12-01
2019-11-05,2019,2,Tue,45,Nov,53,PCH,2019-12-01
2019-11-05,2019,2,Tue,45,Nov,50,RAV,2019-12-01
2019-11-05,2019,2,Tue,45,Nov,11,EBA,2019-12-01
2019-11-05,2019,2,Tue,45,Nov,75,ZIL,2019-12-01
2019-11-05,2019,2,Tue,45,Nov,31,LAG,2019-12-01
2019-11-05,2019,2,Tue,45,Nov,17,REC,2019-12-01
2019-11-05,2019,2,Tue,45,Nov,17,TRO,2019-12-01
2019-11-06,2019,3,Wed,45,Nov,95,RAV,2019-12-01
2019-11-06,2019,3,Wed,45,Nov,29,CDM,2019-12-01
2019-11-06,2019,3,Wed,45,Nov,42,ZIL,2019-12-01
2019-11-06,2019,3,Wed,45,Nov,4,FRI,2019-12-01
2019-11-06,2019,3,Wed,45,Nov,15,LAG,2019-12-01
2019-11-06,2019,3,Wed,45,Nov,14,REC,2019-12-01
2019-11-07,2019,4,Thu,45,Nov,36,RAV,2019-12-01
2019-11-07,2019,4,Thu,45,Nov,4,REC,2019-12-01
2019-11-08,2019,5,Fri,45,Nov,33,ZIL,2019-12-01
2019-11-08,2019,5,Fri,45,Nov,6,CDM,2019-12-01
2019-11-08,2019,5,Fri,45,Nov,16,PCH,2019-12-01
2019-11-08,2019,5,Fri,45,Nov,78,LAG,2019-12-01
2019-11-08,2019,5,Fri,45,Nov,2,FRI,2019-12-01
2019-11-08,2019,5,Fri,45,Nov,116,RAV,2019-12-01
2019-11-11,2019,1,Mon,46,Nov,45,RAV,2019-12-01
2019-11-11,2019,1,Mon,46,Nov,6,REC,2019-12-01
2019-11-11,2019,1,Mon,46,Nov,19,CDM,2019-12-01
2019-11-11,2019,1,Mon,46,Nov,20,ZIL,2019-12-01
2019-11-11,2019,1,Mon,46,Nov,22,LAG,2019-12-01
2019-11-11,2019,1,Mon,46,Nov,30,FRI,2019-12-01
2019-11-11,2019,1,Mon,46,Nov,3,PCH,2019-12-01
2019-11-12,2019,2,Tue,46,Nov,16,CDM,2019-12-01
2019-11-12,2019,2,Tue,46,Nov,9,EBA,2019-12-01
2019-11-12,2019,2,Tue,46,Nov,21,LAG,2019-12-01
2019-11-12,2019,2,Tue,46,Nov,15,TRO,2019-12-01
2019-11-12,2019,2,Tue,46,Nov,4,FRI,2019-12-01
2019-11-12,2019,2,Tue,46,Nov,46,RAV,2019-12-01
2019-11-12,2019,2,Tue,46,Nov,88,ZIL,2019-12-01
2019-11-13,2019,3,Wed,46,Nov,2,CDM,2019-12-01
2019-11-13,2019,3,Wed,46,Nov,8,ZIL,2019-12-01
2019-11-13,2019,3,Wed,46,Nov,37,LAG,2019-12-01
2019-11-13,2019,3,Wed,46,Nov,16,REC,2019-12-01
2019-11-13,2019,3,Wed,46,Nov,3,EBA,2019-12-01
2019-11-13,2019,3,Wed,46,Nov,11,TRO,2019-12-01
2019-11-13,2019,3,Wed,46,Nov,4,FRI,2019-12-01
2019-11-13,2019,3,Wed,46,Nov,16,PCH,2019-12-01
2019-11-13,2019,3,Wed,46,Nov,64,RAV,2019-12-01
2019-11-14,2019,4,Thu,46,Nov,52,LAG,2019-12-01
2019-11-14,2019,4,Thu,46,Nov,2,TRO,2019-12-01
2019-11-14,2019,4,Thu,46,Nov,12,EBA,2019-12-01
2019-11-14,2019,4,Thu,46,Nov,3,FRI,2019-12-01
2019-11-14,2019,4,Thu,46,Nov,64,RAV,2019-12-01
2019-11-14,2019,4,Thu,46,Nov,11,CDM,2019-12-01
2019-11-14,2019,4,Thu,46,Nov,7,PCH,2019-12-01
2019-11-14,2019,4,Thu,46,Nov,7,ZIL,2019-12-01
2019-11-15,2019,5,Fri,46,Nov,16,CDM,2019-12-01
2019-11-15,2019,5,Fri,46,Nov,12,PCH,2019-12-01
2019-11-15,2019,5,Fri,46,Nov,7,ZIL,2019-12-01
2019-11-15,2019,5,Fri,46,Nov,6,LAG,2019-12-01
2019-11-15,2019,5,Fri,46,Nov,9,TRO,2019-12-01
2019-11-15,2019,5,Fri,46,Nov,88,RAV,2019-12-01
2019-11-18,2019,1,Mon,47,Nov,17,EBA,2019-12-01
2019-11-18,2019,1,Mon,47,Nov,5,PCH,2019-12-01
2019-11-18,2019,1,Mon,47,Nov,33,RAV,2019-12-01
2019-11-18,2019,1,Mon,47,Nov,20,ZIL,2019-12-01
2019-11-18,2019,1,Mon,47,Nov,42,LAG,2019-12-01
2019-11-18,2019,1,Mon,47,Nov,10,TRO,2019-12-01
2019-11-19,2019,2,Tue,47,Nov,1,LAG,2019-12-01
2019-11-19,2019,2,Tue,47,Nov,8,FRI,2019-12-01
2019-11-19,2019,2,Tue,47,Nov,12,PCH,2019-12-01
2019-11-19,2019,2,Tue,47,Nov,12,RAV,2019-12-01
2019-11-19,2019,2,Tue,47,Nov,7,REC,2019-12-01
2019-11-19,2019,2,Tue,47,Nov,3,ZIL,2019-12-01
2019-11-20,2019,3,Wed,47,Nov,5,FRI,2019-12-01
2019-11-20,2019,3,Wed,47,Nov,5,PCH,2019-12-01
2019-11-20,2019,3,Wed,47,Nov,27,RAV,2019-12-01
2019-11-20,2019,3,Wed,47,Nov,3,REC,2019-12-01
2019-11-20,2019,3,Wed,47,Nov,4,CDM,2019-12-01
2019-11-20,2019,3,Wed,47,Nov,26,ZIL,2019-12-01
2019-11-20,2019,3,Wed,47,Nov,13,EBA,2019-12-01
2019-11-20,2019,3,Wed,47,Nov,1,LAG,2019-12-01
2019-11-20,2019,3,Wed,47,Nov,32,TRO,2019-12-01
2019-11-21,2019,4,Thu,47,Nov,24,EBA,2019-12-01
2019-11-21,2019,4,Thu,47,Nov,37,LAG,2019-12-01
2019-11-21,2019,4,Thu,47,Nov,1,TRO,2019-12-01
2019-11-21,2019,4,Thu,47,Nov,5,FRI,2019-12-01
2019-11-21,2019,4,Thu,47,Nov,9,PCH,2019-12-01
2019-11-21,2019,4,Thu,47,Nov,60,RAV,2019-12-01
2019-11-21,2019,4,Thu,47,Nov,35,CDM,2019-12-01
2019-11-21,2019,4,Thu,47,Nov,10,REC,2019-12-01
2019-11-21,2019,4,Thu,47,Nov,9,ZIL,2019-12-01
2019-11-22,2019,5,Fri,47,Nov,8,CDM,2019-12-01
2019-11-22,2019,5,Fri,47,Nov,19,PCH,2019-12-01
2019-11-22,2019,5,Fri,47,Nov,26,ZIL,2019-12-01
2019-11-22,2019,5,Fri,47,Nov,26,RAV,2019-12-01
2019-11-22,2019,5,Fri,47,Nov,85,LAG,2019-12-01
2019-11-22,2019,5,Fri,47,Nov,15,REC,2019-12-01
2019-11-22,2019,5,Fri,47,Nov,2,TRO,2019-12-01
2019-11-22,2019,5,Fri,47,Nov,10,EBA,2019-12-01
2019-11-25,2019,1,Mon,48,Nov,7,FRI,2019-12-01
2019-11-25,2019,1,Mon,48,Nov,15,RAV,2019-12-01
2019-11-25,2019,1,Mon,48,Nov,5,CDM,2019-12-01
2019-11-25,2019,1,Mon,48,Nov,14,ZIL,2019-12-01
2019-11-25,2019,1,Mon,48,Nov,6,LAG,2019-12-01
2019-11-25,2019,1,Mon,48,Nov,24,TRO,2019-12-01
2019-11-25,2019,1,Mon,48,Nov,19,PCH,2019-12-01
2019-11-26,2019,2,Tue,48,Nov,62,LAG,2019-12-01
2019-11-26,2019,2,Tue,48,Nov,31,CDM,2019-12-01
2019-11-26,2019,2,Tue,48,Nov,36,ZIL,2019-12-01
2019-11-26,2019,2,Tue,48,Nov,9,EBA,2019-12-01
2019-11-26,2019,2,Tue,48,Nov,8,FRI,2019-12-01
2019-11-26,2019,2,Tue,48,Nov,19,RAV,2019-12-01
2019-11-26,2019,2,Tue,48,Nov,2,REC,2019-12-01
2019-11-27,2019,3,Wed,48,Nov,12,RAV,2019-12-01
2019-11-27,2019,3,Wed,48,Nov,2,CDM,2019-12-01
2019-11-27,2019,3,Wed,48,Nov,7,EBA,2019-12-01
2019-11-27,2019,3,Wed,48,Nov,24,PCH,2019-12-01
2019-11-27,2019,3,Wed,48,Nov,6,TRO,2019-12-01
2019-11-28,2019,4,Thu,48,Nov,17,LAG,2019-12-01
2019-11-28,2019,4,Thu,48,Nov,9,TRO,2019-12-01
2019-11-28,2019,4,Thu,48,Nov,1,CDM,2019-12-01
2019-11-28,2019,4,Thu,48,Nov,23,ZIL,2019-12-01
2019-11-28,2019,4,Thu,48,Nov,6,FRI,2019-12-01
2019-11-28,2019,4,Thu,48,Nov,3,PCH,2019-12-01
2019-11-28,2019,4,Thu,48,Nov,49,RAV,2019-12-01
2019-11-28,2019,4,Thu,48,Nov,14,REC,2019-12-01
2019-11-29,2019,5,Fri,48,Nov,8,REC,2019-12-01
2019-11-29,2019,5,Fri,48,Nov,51,ZIL,2019-12-01
2019-11-29,2019,5,Fri,48,Nov,2,CDM,2019-12-01
2019-11-29,2019,5,Fri,48,Nov,3,FRI,2019-12-01
2019-11-29,2019,5,Fri,48,Nov,3,PCH,2019-12-01
2019-11-29,2019,5,Fri,48,Nov,15,RAV,2019-12-01
2019-11-29,2019,5,Fri,48,Nov,16,LAG,2019-12-01
2019-11-29,2019,5,Fri,48,Nov,4,TRO,2019-12-01
2019-12-02,2019,1,Mon,49,Dec,4,FRI,2019-12-01
2019-12-02,2019,1,Mon,49,Dec,5,EBA,2019-12-01
2019-12-02,2019,1,Mon,49,Dec,8,LAG,2019-12-01
2019-12-02,2019,1,Mon,49,Dec,3,REC,2019-12-01
2019-12-02,2019,1,Mon,49,Dec,18,TRO,2019-12-01
2019-12-02,2019,1,Mon,49,Dec,29,RAV,2019-12-01
2019-12-02,2019,1,Mon,49,Dec,10,PCH,2019-12-01
2019-12-02,2019,1,Mon,49,Dec,35,ZIL,2019-12-01
2019-12-03,2019,2,Tue,49,Dec,4,CDM,2019-12-01
2019-12-03,2019,2,Tue,49,Dec,8,PCH,2019-12-01
2019-12-03,2019,2,Tue,49,Dec,5,EBA,2019-12-01
2019-12-03,2019,2,Tue,49,Dec,3,LAG,2019-12-01
2019-12-03,2019,2,Tue,49,Dec,14,REC,2019-12-01
2019-12-03,2019,2,Tue,49,Dec,17,TRO,2019-12-01
2019-12-03,2019,2,Tue,49,Dec,11,ZIL,2019-12-01
2019-12-03,2019,2,Tue,49,Dec,11,FRI,2019-12-01
2019-12-03,2019,2,Tue,49,Dec,20,RAV,2019-12-01
2019-12-04,2019,3,Wed,49,Dec,6,FRI,2019-12-01
2019-12-04,2019,3,Wed,49,Dec,14,RAV,2019-12-01
2019-12-04,2019,3,Wed,49,Dec,7,REC,2019-12-01
2019-12-04,2019,3,Wed,49,Dec,3,EBA,2019-12-01
2019-12-04,2019,3,Wed,49,Dec,3,CDM,2019-12-01
2019-12-04,2019,3,Wed,49,Dec,15,ZIL,2019-12-01
2019-12-04,2019,3,Wed,49,Dec,21,LAG,2019-12-01
2019-12-04,2019,3,Wed,49,Dec,6,PCH,2019-12-01
2019-12-04,2019,3,Wed,49,Dec,5,TRO,2019-12-01
2019-12-05,2019,4,Thu,49,Dec,41,LAG,2019-12-01
2019-12-05,2019,4,Thu,49,Dec,3,TRO,2019-12-01
2019-12-05,2019,4,Thu,49,Dec,13,EBA,2019-12-01
2019-12-05,2019,4,Thu,49,Dec,2,FRI,2019-12-01
2019-12-05,2019,4,Thu,49,Dec,11,CDM,2019-12-01
2019-12-05,2019,4,Thu,49,Dec,17,RAV,2019-12-01
2019-12-06,2019,5,Fri,49,Dec,5,RAV,2019-12-01
2019-12-06,2019,5,Fri,49,Dec,7,REC,2019-12-01
2019-12-06,2019,5,Fri,49,Dec,2,FRI,2019-12-01
2019-12-06,2019,5,Fri,49,Dec,6,CDM,2019-12-01
2019-12-06,2019,5,Fri,49,Dec,11,ZIL,2019-12-01
2019-12-06,2019,5,Fri,49,Dec,2,EBA,2019-12-01
2019-12-06,2019,5,Fri,49,Dec,23,LAG,2019-12-01
2019-12-06,2019,5,Fri,49,Dec,16,TRO,2019-12-01
2019-12-09,2019,1,Mon,50,Dec,10,FRI,2019-12-01
2019-12-09,2019,1,Mon,50,Dec,9,RAV,2019-12-01
2019-12-09,2019,1,Mon,50,Dec,2,LAG,2019-12-01
2019-12-09,2019,1,Mon,50,Dec,3,TRO,2019-12-01
2019-12-09,2019,1,Mon,50,Dec,10,PCH,2019-12-01
2019-12-09,2019,1,Mon,50,Dec,29,ZIL,2019-12-01
2019-12-10,2019,2,Tue,50,Dec,3,CDM,2019-12-01
2019-12-10,2019,2,Tue,50,Dec,5,PCH,2019-12-01
2019-12-10,2019,2,Tue,50,Dec,16,ZIL,2019-12-01
2019-12-10,2019,2,Tue,50,Dec,23,RAV,2019-12-01
2019-12-10,2019,2,Tue,50,Dec,22,LAG,2019-12-01
2019-12-10,2019,2,Tue,50,Dec,2,TRO,2019-12-01
2019-12-10,2019,2,Tue,50,Dec,1,FRI,2019-12-01
2019-12-11,2019,3,Wed,50,Dec,2,FRI,2019-12-01
2019-12-11,2019,3,Wed,50,Dec,31,ZIL,2019-12-01
2019-12-11,2019,3,Wed,50,Dec,7,EBA,2019-12-01
2019-12-11,2019,3,Wed,50,Dec,31,LAG,2019-12-01
2019-12-11,2019,3,Wed,50,Dec,1,TRO,2019-12-01
2019-12-11,2019,3,Wed,50,Dec,4,PCH,2019-12-01
2019-12-12,2019,4,Thu,50,Dec,4,LAG,2019-12-01
2019-12-12,2019,4,Thu,50,Dec,3,PCH,2019-12-01
2019-12-12,2019,4,Thu,50,Dec,43,CDM,2019-12-01
2019-12-12,2019,4,Thu,50,Dec,11,ZIL,2019-12-01
2019-12-12,2019,4,Thu,50,Dec,36,EBA,2019-12-01
2019-12-12,2019,4,Thu,50,Dec,4,TRO,2019-12-01
2019-12-12,2019,4,Thu,50,Dec,11,FRI,2019-12-01
2019-12-12,2019,4,Thu,50,Dec,29,RAV,2019-12-01
2019-12-12,2019,4,Thu,50,Dec,9,REC,2019-12-01
2019-12-13,2019,5,Fri,50,Dec,24,RAV,2019-12-01
2019-12-13,2019,5,Fri,50,Dec,4,ZIL,2019-12-01
2019-12-13,2019,5,Fri,50,Dec,15,EBA,2019-12-01
2019-12-13,2019,5,Fri,50,Dec,17,PCH,2019-12-01
2019-12-13,2019,5,Fri,50,Dec,9,LAG,2019-12-01
2019-12-13,2019,5,Fri,50,Dec,5,TRO,2019-12-01
2019-12-16,2019,1,Mon,51,Dec,18,EBA,2019-12-01
2019-12-16,2019,1,Mon,51,Dec,27,LAG,2019-12-01
2019-12-16,2019,1,Mon,51,Dec,11,TRO,2019-12-01
2019-12-16,2019,1,Mon,51,Dec,10,FRI,2019-12-01
2019-12-16,2019,1,Mon,51,Dec,30,RAV,2019-12-01
2019-12-16,2019,1,Mon,51,Dec,3,CDM,2019-12-01
2019-12-16,2019,1,Mon,51,Dec,6,REC,2019-12-01
2019-12-16,2019,1,Mon,51,Dec,3,ZIL,2019-12-01
2019-12-17,2019,2,Tue,51,Dec,3,CDM,2019-12-01
2019-12-17,2019,2,Tue,51,Dec,12,ZIL,2019-12-01
2019-12-17,2019,2,Tue,51,Dec,5,LAG,2019-12-01
2019-12-17,2019,2,Tue,51,Dec,11,EBA,2019-12-01
2019-12-17,2019,2,Tue,51,Dec,2,FRI,2019-12-01
2019-12-17,2019,2,Tue,51,Dec,13,PCH,2019-12-01
2019-12-17,2019,2,Tue,51,Dec,38,RAV,2019-12-01
2019-12-18,2019,3,Wed,51,Dec,5,LAG,2019-12-01
2019-12-18,2019,3,Wed,51,Dec,1,REC,2019-12-01
2019-12-18,2019,3,Wed,51,Dec,2,FRI,2019-12-01
2019-12-18,2019,3,Wed,51,Dec,51,RAV,2019-12-01
2019-12-18,2019,3,Wed,51,Dec,3,CDM,2019-12-01
2019-12-18,2019,3,Wed,51,Dec,16,ZIL,2019-12-01
2019-12-19,2019,4,Thu,51,Dec,6,CDM,2019-12-01
2019-12-19,2019,4,Thu,51,Dec,9,ZIL,2019-12-01
2019-12-19,2019,4,Thu,51,Dec,1,EBA,2019-12-01
2019-12-19,2019,4,Thu,51,Dec,1,LAG,2019-12-01
2019-12-19,2019,4,Thu,51,Dec,10,REC,2019-12-01
2019-12-19,2019,4,Thu,51,Dec,1,FRI,2019-12-01
2019-12-19,2019,4,Thu,51,Dec,5,RAV,2019-12-01
2019-12-20,2019,5,Fri,51,Dec,1,FRI,2019-12-01
2019-12-20,2019,5,Fri,51,Dec,5,RAV,2019-12-01
2019-12-20,2019,5,Fri,51,Dec,2,EBA,2019-12-01
2019-12-20,2019,5,Fri,51,Dec,6,LAG,2019-12-01
2019-12-20,2019,5,Fri,51,Dec,18,TRO,2019-12-01
2019-12-20,2019,5,Fri,51,Dec,9,ZIL,2019-12-01
2019-12-20,2019,5,Fri,51,Dec,1,CDM,2019-12-01
2019-12-20,2019,5,Fri,51,Dec,8,PCH,2019-12-01
2019-12-23,2019,1,Mon,52,Dec,1,EBA,2019-12-01
2019-12-23,2019,1,Mon,52,Dec,30,TRO,2019-12-01
2019-12-23,2019,1,Mon,52,Dec,4,FRI,2019-12-01
2019-12-23,2019,1,Mon,52,Dec,3,PCH,2019-12-01
2019-12-23,2019,1,Mon,52,Dec,8,CDM,2019-12-01
2019-12-23,2019,1,Mon,52,Dec,6,ZIL,2019-12-01
2019-12-23,2019,1,Mon,52,Dec,15,RAV,2019-12-01
2019-12-23,2019,1,Mon,52,Dec,4,REC,2019-12-01
2019-12-24,2019,2,Tue,52,Dec,5,ZIL,2019-12-01
2019-12-24,2019,2,Tue,52,Dec,1,FRI,2019-12-01
2019-12-24,2019,2,Tue,52,Dec,16,PCH,2019-12-01
2019-12-24,2019,2,Tue,52,Dec,9,RAV,2019-12-01
2019-12-24,2019,2,Tue,52,Dec,9,CDM,2019-12-01
2019-12-24,2019,2,Tue,52,Dec,1,EBA,2019-12-01
